playerShort,birthday,height,weight,position,photoID,rater1,rater2
garry-bocaly,19.04.1988,180.0,74.0,Right Fullback,44735.jpg,0.5,0.5
gary-cahill,19.12.1985,188.0,71.0,Center Back,32973.jpg,0.25,0.25
gary-caldwell,12.04.1982,180.0,74.0,Center Back,19497.jpg,0.0,0.0
gary-gardner,26.06.1992,188.0,82.0,,,,
gary-medel,03.08.1987,171.0,76.0,Defensive Midfielder,82122.jpg,0.0,0.25
gary-oneil,18.05.1983,178.0,70.0,,11986.jpg,0.25,0.25
gaston-ramirez,02.12.1990,182.0,66.0,Attacking Midfielder,,,
gavilan,12.05.1985,178.0,71.0,Left Midfielder,12573.jpg,0.0,0.0
gaya,25.05.1995,169.0,55.0,Left Midfielder,,,
gennaro-bracigliano,01.03.1980,183.0,82.0,Goalkeeper,35273.jpg,0.25,0.25
geoff-cameron,11.07.1985,191.0,92.0,Center Back,,,
geoffrey-dernis,24.12.1980,171.0,66.0,Left Midfielder,11560.jpg,0.25,0.25
geoffrey-jourdren,04.02.1986,181.0,73.0,Goalkeeper,29460.jpg,0.0,0.0
geoffrey-kondogbia,15.02.1993,188.0,76.0,Defensive Midfielder,177703.jpg,0.75,1.0
georg-niedermeier,26.02.1986,188.0,74.0,Right Fullback,17119.jpg,0.0,0.0
george-evans,13.12.1994,184.0,,Center Midfielder,,,
george-mccartney,29.04.1981,180.0,74.0,Left Fullback,8255.jpg,0.0,0.0
george-moncur,18.10.1993,,,,,,
george-thorne,04.01.1993,188.0,83.0,,,,
georges-gope-fenepej,23.10.1988,178.0,,Center Forward,,,
gerald-asamoah,03.10.1978,180.0,85.0,Right Winger,167.jpg,1.0,1.0
german-lux,07.06.1982,186.0,78.0,Goalkeeper,33957.jpg,0.0,0.25
geromel,21.09.1985,190.0,84.0,Center Back,39499.jpg,0.0,0.0
gerrit-wegkamp,13.04.1993,193.0,82.0,Center Forward,174554.jpg,0.0,0.0
gervinho,27.05.1987,179.0,68.0,Right Winger,40071.jpg,0.75,0.75
gianni-bruno,19.08.1991,180.0,74.0,Center Forward,172113.jpg,0.25,0.25
gibril-sankoh,15.05.1983,186.0,80.0,Center Back,29696.jpg,1.0,1.0
gil_9,12.06.1987,188.0,,Center Back,,,
gilles-cioni,14.06.1984,165.0,65.0,,,,
gilles-sunu,30.03.1991,181.0,75.0,,156426.jpg,1.0,1.0
giorgios-karagounis,06.03.1977,176.0,83.0,Attacking Midfielder,8247.jpg,0.0,0.0
giovani-dos-santos,11.05.1989,175.0,74.0,Right Winger,69985.jpg,0.75,0.75
giovanni-sio,31.03.1989,181.0,77.0,Left Midfielder,133857.jpg,0.75,0.75
glen-johnson,23.08.1984,178.0,70.0,Right Fullback,11959.jpg,0.5,0.75
glenn-loovens,22.09.1983,190.0,83.0,Center Back,3736.jpg,0.0,0.0
glenn-whelan,13.01.1984,178.0,76.0,Center Midfielder,42564.jpg,0.0,0.0
gomes,15.02.1981,191.0,82.0,Goalkeeper,24465.jpg,0.25,0.5
goni_3,12.10.1988,186.0,82.0,Center Back,97789.jpg,0.0,0.25
gonzalo-castro,11.06.1987,171.0,74.0,Right Midfielder,29543.jpg,0.0,0.0
gonzalo-higuain,10.12.1987,184.0,82.0,Center Forward,48404.jpg,0.0,0.25
gonzalo-jara,29.08.1985,178.0,71.0,Center Back,50625.jpg,0.25,0.25
goran-popov,02.10.1984,189.0,89.0,Left Fullback,19039.jpg,0.0,0.25
gotoku-sakai,14.03.1991,176.0,74.0,Right Fullback,136728.jpg,0.0,0.0
graham-burke,21.09.1993,180.0,75.0,Center Forward,,,
graham-dorrans,05.05.1987,175.0,63.0,,39763.jpg,0.0,0.0
granddi-ngoyi,17.05.1988,186.0,77.0,Defensive Midfielder,,,
granero_2,02.07.1987,179.0,77.0,Center Midfielder,46516.jpg,0.0,0.0
granit-xhaka,27.09.1992,185.0,82.0,Center Midfielder,166663.jpg,0.0,0.25
grant-holt,12.04.1981,183.0,79.0,Center Forward,,,
gregory-bettiol,30.03.1986,180.0,79.0,,,,
gregory-bourillon,01.07.1984,187.0,76.0,Center Back,11306.jpg,0.25,0.25
gregory-lorenzi,17.12.1983,186.0,80.0,,,,
gregory-pujol,25.01.1980,183.0,70.0,Center Forward,11692.jpg,0.25,0.25
gregory-sertic,05.08.1989,181.0,69.0,Left Midfielder,141583.jpg,0.0,0.25
gregory-van-der-wiel,03.02.1988,172.0,69.0,Center Back,78699.jpg,0.5,0.5
grzegorz-krychowiak,29.01.1990,186.0,83.0,,,,
guaita,18.02.1987,190.0,80.0,Goalkeeper,125471.jpg,0.25,0.25
gueida-fofana,16.05.1991,182.0,74.0,,150431.jpg,1.0,1.0
guillaume-hoarau,05.03.1984,191.0,80.0,Center Forward,60000.jpg,0.5,0.5
guillaume-lacour,02.08.1980,173.0,66.0,,11407.jpg,0.0,0.0
guillermo-ochoa,13.07.1985,183.0,73.0,,35044.jpg,0.0,0.0
guly,31.12.1981,189.0,79.0,,,,
gurpegi,19.08.1980,181.0,77.0,Defensive Midfielder,12219.jpg,0.0,0.25
gustavo-cabral,14.10.1985,184.0,82.0,Center Back,69125.jpg,0.5,0.5
gustavo-munua,27.01.1978,188.0,87.0,Goalkeeper,1377.jpg,0.5,0.5
guy-demel,13.06.1981,187.0,83.0,Right Fullback,587.jpg,1.0,1.0
guy-ndy-assembe,28.02.1986,184.0,79.0,Goalkeeper,88250.jpg,0.75,1.0
gylfi-sigurdsson,08.09.1989,186.0,77.0,Attacking Midfielder,99196.jpg,0.0,0.0
hadi-sacko,24.03.1994,183.0,79.0,,216701.jpg,0.75,0.75
hajime-hosogai,10.06.1986,177.0,69.0,Defensive Midfielder,45994.jpg,0.25,0.25
hal-robson-kanu,21.05.1989,170.0,74.0,,,,
hanno-balitsch,02.01.1981,182.0,80.0,Defensive Midfielder,461.jpg,0.0,0.0
haris-vuckic,21.08.1992,187.0,80.0,,120168.jpg,0.25,0.25
harry-kane,28.07.1993,183.0,65.0,,179293.jpg,0.25,0.25
harry-novillo,11.02.1992,182.0,80.0,,170430.jpg,0.5,0.75
hassan-yebda,14.05.1984,187.0,80.0,Center Midfielder,11323.jpg,0.0,0.0
hatem-ben-arfa,07.03.1987,177.0,69.0,Left Midfielder,24109.jpg,0.25,0.25
havard-nordtveit,21.06.1990,188.0,85.0,Defensive Midfielder,86321.jpg,0.0,0.0
hector-moreno,17.01.1988,184.0,80.0,Center Back,43714.jpg,0.25,0.5
hedwiges-maduro,13.02.1985,183.0,84.0,Defensive Midfielder,24412.jpg,0.25,0.5
heiko-butscher,28.07.1980,189.0,86.0,Center Back,12460.jpg,0.0,0.0
heiko-westermann,14.08.1983,190.0,87.0,Center Back,2256.jpg,0.25,0.25
heinrich-schmidtgal,20.11.1985,174.0,78.0,Left Fullback,33319.jpg,0.0,0.0
heinz-mueller,30.05.1978,196.0,94.0,Goalkeeper,894.jpg,0.0,0.25
helder-postiga,02.08.1982,182.0,74.0,Center Forward,10115.jpg,0.25,0.25
helder_5,13.04.1988,175.0,69.0,Right Fullback,,,
henri-bedimo,04.06.1984,180.0,77.0,Left Fullback,17383.jpg,0.75,0.75
henri-saivet,26.10.1990,174.0,73.0,Right Winger,86346.jpg,1.0,1.0
henrique,02.05.1983,188.0,87.0,Center Back,38666.jpg,0.75,0.75
herve-bugnet,24.08.1981,174.0,68.0,,,,
heung-min-son,08.07.1992,183.0,76.0,Right Winger,163347.jpg,0.25,0.5
hilario,21.10.1975,189.0,85.0,Goalkeeper,10093.jpg,0.0,0.25
hilton,13.09.1977,182.0,73.0,Center Back,19306.jpg,0.25,0.25
hiroki-sakai,12.04.1990,184.0,70.0,,136848.jpg,0.25,0.25
hiroshi-kiyotake,12.11.1989,172.0,63.0,Attacking Midfielder,114461.jpg,0.5,0.5
hogan-ephraim,31.03.1988,175.0,70.0,,,,
holger-badstuber,13.03.1989,190.0,83.0,Center Back,89329.jpg,0.0,0.0
hrvoje-cale,04.03.1985,184.0,74.0,Left Fullback,15764.jpg,0.0,0.25
hugo-fraile,16.03.1987,176.0,73.0,,159761.jpg,0.25,0.25
hugo-lloris,26.12.1986,186.0,73.0,Goalkeeper,36826.jpg,0.0,0.25
hugo-mallo,22.06.1991,173.0,69.0,Right Fullback,152667.jpg,0.25,0.5
hugo-rodallega,25.07.1985,181.0,72.0,Center Forward,,,
iago-aspas,01.08.1987,176.0,67.0,,144093.jpg,0.25,0.25
iago-falque,04.01.1990,173.0,67.0,Left Midfielder,124158.jpg,0.25,0.25
ian-harte,31.08.1977,177.0,78.0,,1168.jpg,0.0,0.0
ibai,11.11.1989,177.0,72.0,Left Winger,171366.jpg,0.0,0.0
ibrahim-afellay,02.04.1986,180.0,76.0,Attacking Midfielder,22074.jpg,0.5,0.5
ibrahima-traore,21.04.1988,172.0,62.0,Left Midfielder,73725.jpg,1.0,1.0
idrissa-gueye,26.09.1989,174.0,64.0,Defensive Midfielder,170589.jpg,1.0,1.0
ignasi-miquel,28.09.1992,193.0,85.0,Center Back,180985.jpg,0.0,0.0
igor-de-camargo,12.05.1983,187.0,83.0,Center Forward,4002.jpg,0.5,0.5
igor-martinez,19.07.1989,170.0,65.0,Attacking Midfielder,125095.jpg,0.0,0.25
iheb-mbarki,14.02.1992,185.0,70.0,Right Fullback,,,
iker-casillas,20.05.1981,185.0,84.0,Goalkeeper,1385.jpg,0.0,0.0
ilan,18.09.1980,180.0,69.0,Right Winger,24608.jpg,0.25,0.25
ilir-azemi,21.02.1992,191.0,91.0,Center Forward,166139.jpg,0.0,0.0
immanuel-hoehn,23.12.1991,183.0,72.0,Center Back,162308.jpg,0.0,0.0
iniesta,11.05.1984,170.0,65.0,Left Midfielder,5057.jpg,0.0,0.25
inigo-lopez,23.07.1982,185.0,72.0,,159756.jpg,0.25,0.25
inigo-martinez,17.05.1991,181.0,77.0,Center Back,196420.jpg,0.25,0.25
inigo-perez,18.01.1988,178.0,74.0,Center Midfielder,156543.jpg,0.0,0.0
innocent-emeghara,27.05.1989,172.0,68.0,Center Forward,,,
ioannis-gelios,24.04.1992,190.0,76.0,Goalkeeper,173541.jpg,0.0,0.0
iraizoz,06.03.1981,191.0,81.0,Goalkeeper,7696.jpg,0.0,0.0
iraola,22.06.1982,182.0,75.0,Right Fullback,12212.jpg,0.0,0.25
iriney,23.04.1981,179.0,70.0,Defensive Midfielder,38653.jpg,0.25,0.5
isaac-cuenca,27.04.1991,181.0,74.0,Right Winger,195340.jpg,0.25,0.0
isco,21.04.1992,176.0,74.0,Attacking Midfielder,177605.jpg,0.25,0.25
ishmael-yartey,11.01.1990,171.0,69.0,Left Midfielder,,,
isma-lopez,19.01.1990,180.0,76.0,,216092.jpg,0.25,0.25
ismael-diomande,28.08.1992,180.0,75.0,,,,
ismael-traore,18.08.1986,185.0,75.0,,,,
issa-ndoye,12.12.1985,202.0,94.0,Goalkeeper,104273.jpg,1.0,1.0
iturraspe_2,08.03.1989,187.0,75.0,Defensive Midfielder,123837.jpg,0.0,0.25
ivan-klasnic,29.01.1980,186.0,82.0,Center Forward,580.jpg,0.0,0.0
ivan-obradovic,25.07.1988,181.0,74.0,Left Fullback,86306.jpg,0.0,0.25
ivan-perisic,02.02.1989,187.0,80.0,Attacking Midfielder,87877.jpg,0.0,0.25
ivan-rakitic,10.03.1988,184.0,75.0,Attacking Midfielder,35308.jpg,0.0,0.25
ivan-santini,21.05.1989,190.0,84.0,Center Forward,70851.jpg,0.25,0.0
ivica-olic,14.09.1979,183.0,85.0,Left Winger,1091.jpg,0.0,0.0
ivo-ilicevic,14.11.1986,174.0,63.0,Left Midfielder,31182.jpg,0.0,0.25
ja-cheol-koo,27.02.1989,183.0,75.0,Center Midfielder,81422.jpg,0.25,0.5
jack-colback,24.10.1989,175.0,,Center Midfielder,,,
jack-collison,02.10.1988,179.0,,Center Midfielder,,,
jack-cork,25.06.1989,183.0,69.0,Defensive Midfielder,,,
jack-robinson_2,01.09.1993,168.0,64.0,Left Fullback,165435.jpg,0.25,0.25
jack-rodwell,11.03.1991,188.0,70.0,Defensive Midfielder,102168.jpg,0.5,0.5
jack-wilshere,01.01.1992,170.0,65.0,Attacking Midfielder,122553.jpg,0.0,0.0
jacob-butterfield,10.06.1990,180.0,77.0,Center Midfielder,,,
jacopo-sala,05.12.1991,185.0,72.0,Right Midfielder,168008.jpg,0.25,0.0
jaime_11,10.12.1980,188.0,80.0,Goalkeeper,44269.jpg,0.0,0.0
jaime_5,31.07.1990,176.0,74.0,Left Midfielder,125069.jpg,0.0,0.0
jak-alnwick,17.06.1993,191.0,,Goalkeeper,,,
jake-livermore,14.11.1989,180.0,77.0,Center Midfielder,125592.jpg,0.25,0.25
jakub-blaszczykowski,14.12.1985,175.0,71.0,Right Midfielder,31263.jpg,0.0,0.0
jamel-saihi,27.01.1987,181.0,69.0,Defensive Midfielder,124915.jpg,0.0,0.0
james-collins,23.08.1983,188.0,83.0,Center Back,25543.jpg,0.0,0.0
james-hurst,31.01.1992,185.0,80.0,Right Fullback,,,
james-mcarthur,07.10.1987,168.0,63.0,Center Midfielder,,,
james-mccarthy_2,12.11.1990,180.0,72.0,Right Midfielder,,,
james-mcclean,22.04.1989,180.0,70.0,Left Winger,124765.jpg,0.0,0.25
james-milner,04.01.1986,170.0,67.0,Right Midfielder,12018.jpg,0.25,0.25
james-morrison,25.05.1986,178.0,64.0,,21732.jpg,0.0,0.0
james-perch,28.09.1985,180.0,72.0,,33530.jpg,0.5,0.5
james-shea,16.06.1991,180.0,,Goalkeeper,,,
james-tavernier,31.10.1991,177.0,78.0,,156429.jpg,0.5,0.75
james-tomkins,29.03.1989,191.0,74.0,Center Back,110150.jpg,0.0,0.0
james-ward-prowse,01.11.1994,173.0,66.0,,,,
jamie-carragher,28.01.1978,185.0,83.0,Center Back,2753.jpg,0.25,0.25
jamie-mackie,22.09.1985,173.0,70.0,,,,
jamie-ness,02.03.1991,177.0,,,,,
jan-ingwer-callsen-bracker,23.09.1984,189.0,81.0,Center Back,8127.jpg,0.0,0.0
jan-kirchhoff,01.10.1990,195.0,82.0,Center Back,115586.jpg,0.0,0.25
jan-moravek,01.11.1989,180.0,75.0,Attacking Midfielder,121383.jpg,0.0,0.25
jan-mucha,05.12.1982,189.0,87.0,Goalkeeper,16659.jpg,0.25,0.25
jan-polak,14.03.1981,181.0,77.0,Defensive Midfielder,24500.jpg,0.0,0.0
jan-rosenthal,07.04.1986,186.0,76.0,Attacking Midfielder,35083.jpg,0.0,0.0
jan-schlaudraff,18.07.1983,180.0,72.0,Left Winger,8189.jpg,0.0,0.25
jan-vertonghen,24.04.1987,189.0,79.0,Defensive Midfielder,58311.jpg,0.0,0.0
janek-sternberg,19.10.1992,181.0,78.0,Center Back,155094.jpg,0.0,0.0
janis-blaswich,02.05.1991,193.0,88.0,,144037.jpg,0.25,0.25
jannik-loehden,16.07.1989,201.0,97.0,Center Back,160835.jpg,0.0,0.0
jannik-vestergaard,03.08.1992,197.0,96.0,Center Back,169507.jpg,0.0,0.0
jaroslav-drobny,18.10.1979,192.0,90.0,Goalkeeper,16455.jpg,0.25,0.25
jaroslav-plasil,05.01.1982,183.0,72.0,Right Midfielder,11611.jpg,0.25,0.25
jason-puncheon,26.06.1986,173.0,71.0,Right Midfielder,,,
jason-roberts,25.01.1978,186.0,89.0,Center Forward,14005.jpg,0.75,0.75
javi-alamo,18.08.1988,190.0,84.0,,,,
javi-fuego,04.01.1984,181.0,74.0,Defensive Midfielder,60658.jpg,0.0,0.25
javi-garcia,08.02.1987,186.0,82.0,Defensive Midfielder,27692.jpg,0.0,0.25
javi-guerra,15.03.1983,179.0,77.0,Center Forward,74694.jpg,0.0,0.25
javi-hervas,09.06.1989,177.0,72.0,Center Midfielder,188146.jpg,0.5,0.5
javi-lopez_3,21.01.1986,179.0,76.0,,155227.jpg,0.0,0.25
javi-marquez,11.05.1986,178.0,73.0,Center Midfielder,152622.jpg,0.0,0.0
javi-martinez,02.09.1988,190.0,81.0,Defensive Midfielder,52456.jpg,0.0,0.0
javi-ros,16.02.1990,174.0,69.0,Center Midfielder,143037.jpg,0.25,0.5
javi-varas,10.09.1982,182.0,73.0,Goalkeeper,60247.jpg,0.25,0.25
javier-hernandez_2,01.06.1988,173.0,62.0,,73747.jpg,0.25,0.0
javier-mascherano,08.06.1984,174.0,74.0,Defensive Midfielder,22185.jpg,0.25,0.25
javier-pastore,20.06.1989,187.0,78.0,Attacking Midfielder,97069.jpg,0.25,0.25
javier-pinola,24.02.1983,179.0,77.0,Left Fullback,14113.jpg,0.25,0.25
javier-saviola,11.12.1981,168.0,60.0,Center Forward,1062.jpg,0.25,0.25
jay-rodriguez,29.07.1989,185.0,69.0,,,,
jay-tabb,21.02.1984,170.0,70.0,,,,
jean-armel-kana-biyik,03.07.1989,180.0,78.0,Right Fullback,119236.jpg,0.75,0.75
jean-baptiste-pierazzi,17.06.1985,185.0,74.0,,,,
jean-beausejour,01.06.1984,178.0,81.0,Left Midfielder,23255.jpg,0.5,0.5
jean-christophe-bahebeck,01.05.1993,182.0,76.0,Center Forward,182023.jpg,0.75,1.0
jean-daniel-akpa-akpro,10.11.1992,180.0,66.0,,,,
jean-louis-leca,21.09.1985,180.0,68.0,Goalkeeper,,,
jean-makoun,29.05.1983,172.0,65.0,Defensive Midfielder,11567.jpg,0.75,1.0
jean-pascal-mignot,26.02.1981,183.0,75.0,Center Back,11311.jpg,0.25,0.25
jed-steer,23.09.1992,182.0,80.0,Goalkeeper,,,
jeff-louis,08.08.1992,178.0,70.0,Center Midfielder,,,
jefferson-farfan,26.10.1984,178.0,84.0,Left Winger,14569.jpg,0.75,0.75
jem-karacan,21.02.1989,175.0,67.0,,,,
jens-grahl,22.09.1988,193.0,86.0,Goalkeeper,51783.jpg,0.25,0.25
jens-hegeler,22.01.1988,193.0,86.0,Defensive Midfielder,85281.jpg,0.0,0.0
jens-langeneke,29.03.1977,185.0,78.0,Center Back,811.jpg,0.25,0.25
jeremie-aliadiere,30.03.1983,183.0,70.0,,9906.jpg,0.25,0.25
jeremie-brechet,14.08.1979,186.0,76.0,Center Back,3911.jpg,0.0,0.25
jeremy-choplin,09.02.1985,183.0,70.0,,,,
jeremy-clement,26.08.1984,174.0,61.0,Defensive Midfielder,21520.jpg,0.25,0.25
jeremy-frick,08.03.1993,190.0,90.0,Goalkeeper,,,
jeremy-malherbe,15.03.1991,196.0,92.0,Goalkeeper,,,
jeremy-mathieu,29.10.1983,192.0,83.0,Left Fullback,11706.jpg,0.0,0.0
jeremy-menez,07.05.1987,182.0,73.0,Left Winger,24093.jpg,0.25,0.25
jeremy-morel,02.04.1984,172.0,71.0,Left Fullback,52339.jpg,0.25,0.25
jeremy-pied,23.02.1989,173.0,69.0,,122679.jpg,0.0,0.0
jeremy-toulalan,10.09.1983,183.0,77.0,Defensive Midfielder,11686.jpg,0.25,0.25
jermain-defoe,07.10.1982,170.0,65.0,Center Forward,19312.jpg,0.75,0.75
jermaine-jenas,18.02.1983,179.0,76.0,Center Midfielder,3878.jpg,0.25,0.25
jermaine-jones,03.11.1981,184.0,81.0,Defensive Midfielder,593.jpg,0.25,0.25
jermaine-pennant,15.01.1983,173.0,64.0,Right Midfielder,11907.jpg,0.5,0.5
jernade-meade,25.10.1992,,,Left Midfielder,,,
jerome-boateng,03.09.1988,192.0,90.0,Center Back,44728.jpg,0.75,0.75
jerome-rothen,31.03.1978,177.0,70.0,,9181.jpg,0.0,0.0
jerome-roussillon,06.01.1993,181.0,77.0,,,,
jerome-sinclair,20.09.1996,,,,222257.jpg,0.75,0.75
jerome-thomas,23.03.1983,180.0,71.0,,19441.jpg,0.5,0.5
jerry-vandam,08.12.1988,186.0,72.0,Right Fullback,106948.jpg,1.0,1.0
jesse-lingard,15.12.1992,168.0,65.0,,202762.jpg,0.5,0.5
jessy-moulin,13.01.1986,183.0,77.0,,,,
jesus-gamez,10.04.1985,182.0,70.0,Right Fullback,41446.jpg,0.25,0.5
jesus-navas,21.11.1985,172.0,64.0,Right Midfielder,17713.jpg,0.0,0.0
jesus-rueda,19.02.1987,181.0,78.0,,141348.jpg,0.25,0.25
jesus-vazquez,18.01.1980,182.0,78.0,Defensive Midfielder,53954.jpg,0.25,0.5
ji-sung-park,25.02.1981,175.0,70.0,Attacking Midfielder,1332.jpg,0.25,0.25
jimmy-briand,02.08.1985,180.0,74.0,Center Forward,17115.jpg,0.5,0.75
jimmy-kebe,19.01.1984,187.0,73.0,,,,
joan-tomas,17.05.1985,167.0,70.0,Left Winger,134640.jpg,0.25,0.25
joao-pereira,25.02.1984,172.0,70.0,Right Fullback,15641.jpg,0.25,0.25
joao-victor,07.11.1988,182.0,77.0,,84193.jpg,0.25,0.25
joaquin,21.07.1981,180.0,76.0,Right Midfielder,1403.jpg,0.5,0.5
joe-allen,14.03.1990,168.0,62.0,Attacking Midfielder,96852.jpg,0.0,0.0
joe-bennett,28.03.1990,177.0,74.0,,,,
joe-cole,08.11.1981,173.0,64.0,Left Winger,1694.jpg,0.0,0.0
joe-hart,19.04.1987,191.0,80.0,Goalkeeper,50309.jpg,0.0,0.25
joel,17.06.1990,195.0,85.0,Goalkeeper,156795.jpg,0.0,0.25
joel-campbell,26.06.1992,178.0,71.0,,171436.jpg,0.75,0.75
joel-matip,08.08.1991,193.0,89.0,Defensive Midfielder,156057.jpg,0.5,0.75
joel-mcanuff,09.11.1981,180.0,72.0,,,,
joel-sami,13.11.1984,190.0,85.0,Center Back,,,
joey-barton,02.09.1982,175.0,70.0,,12038.jpg,0.0,0.0
joey-obrien,17.02.1986,180.0,69.0,Defensive Midfielder,37577.jpg,0.0,0.0
johan-audel,12.12.1983,180.0,75.0,Left Winger,17387.jpg,0.75,0.75
johan-cavalli,12.09.1981,170.0,65.0,Attacking Midfielder,,,
johan-djourou,18.01.1987,191.0,83.0,Center Back,36689.jpg,0.75,0.75
johan-liebus,05.11.1978,184.0,83.0,,,,
johan-martial,30.05.1991,184.0,,Center Back,,,
johann-durand,17.06.1981,182.0,71.0,,,,
johann-ramare,05.06.1984,181.0,74.0,Defensive Midfielder,,,
johannes-flum,14.12.1987,190.0,80.0,Defensive Midfielder,53582.jpg,0.25,0.25
johannes-van-den-bergh,21.11.1986,183.0,75.0,Left Fullback,52125.jpg,0.0,0.0
johannes-wurtz,19.06.1992,182.0,76.0,,189145.jpg,0.0,0.0
john-arne-riise,24.09.1980,185.0,77.0,Left Fullback,2764.jpg,0.0,0.0
john-boye,23.04.1987,184.0,69.0,Right Fullback,118532.jpg,0.75,1.0
john-culma,17.03.1981,179.0,87.0,,,,
john-egan,20.10.1992,185.0,,Center Back,,,
john-guidetti,15.04.1992,185.0,79.0,Center Forward,125671.jpg,0.0,0.0
john-mikel,22.04.1987,188.0,86.0,Center Midfielder,32676.jpg,0.75,0.75
john-oshea,30.04.1981,190.0,75.0,Center Back,3857.jpg,0.0,0.25
john-ruddy,24.10.1986,193.0,97.0,Goalkeeper,37123.jpg,0.0,0.0
john-terry,07.12.1980,184.0,75.0,Center Back,10071.jpg,0.0,0.0
john-utaka,08.01.1982,179.0,82.0,Right Winger,1663.jpg,0.75,0.75
johnny-heitinga,15.11.1983,180.0,72.0,Center Back,5051.jpg,0.25,0.25
joleon-lescott,16.08.1982,188.0,83.0,Center Back,12128.jpg,0.5,0.5
jon-flanagan,01.01.1993,180.0,,Right Fullback,178344.jpg,0.0,0.0
jon-walters,20.09.1983,183.0,79.0,,10046.jpg,0.25,0.25
jonas,01.04.1984,181.0,73.0,Center Forward,54471.jpg,0.25,0.25
jonas-gutierrez,05.07.1983,182.0,70.0,,38593.jpg,0.25,0.25
jonas-hofmann,14.07.1992,176.0,67.0,Right Midfielder,173439.jpg,0.0,0.0
jonas-martin,09.04.1990,182.0,70.0,,170708.jpg,0.25,0.0
jonas-olsson,10.03.1983,193.0,84.0,,20936.jpg,0.25,0.25
jonathan-ayite,21.07.1985,184.0,75.0,,,,
jonathan-brison,07.02.1983,179.0,72.0,Left Fullback,35286.jpg,0.25,0.25
jonathan-dos-santos,26.04.1990,172.0,74.0,Center Midfielder,154163.jpg,0.5,0.5
jonathan-ligali,28.05.1991,183.0,82.0,Goalkeeper,168555.jpg,0.5,0.5
jonathan-mensah,13.07.1990,188.0,83.0,,129751.jpg,1.0,1.0
jonathan-obika,12.09.1990,183.0,76.0,Center Forward,130579.jpg,0.75,0.75
jonathan-pitroipa,12.04.1986,176.0,56.0,Left Midfielder,23131.jpg,0.75,1.0
jonathan-santiago,09.06.1994,167.0,59.0,,,,
jonathan-schmid,26.06.1990,179.0,77.0,Right Midfielder,149628.jpg,0.0,0.0
jonathan-tinhan,01.06.1989,178.0,69.0,Defensive Midfielder,150211.jpg,0.75,0.75
jonathan-viera,21.10.1989,171.0,65.0,Right Winger,172166.jpg,0.25,0.5
jonathan-vila,06.03.1986,186.0,78.0,Center Back,60181.jpg,0.25,0.25
jonathan-zebina,19.07.1978,190.0,84.0,Right Fullback,3521.jpg,0.5,0.5
jonjo-shelvey,27.02.1992,185.0,73.0,,121456.jpg,0.0,0.0
jonny-evans,02.01.1988,188.0,77.0,Center Back,58815.jpg,0.0,0.0
jonny-howson,21.05.1988,180.0,77.0,,,,
jonny_2,03.03.1994,175.0,70.0,Left Fullback,,,
jordan-ayew,11.09.1991,182.0,81.0,Right Winger,158615.jpg,0.75,1.0
jordan-bowery,02.07.1991,185.0,76.0,,,,
jordan-ferri,12.03.1992,172.0,70.0,,199843.jpg,0.5,0.5
jordan-henderson,17.06.1990,182.0,67.0,Right Midfielder,128447.jpg,0.0,0.25
jordan-loties,05.08.1984,190.0,82.0,Center Back,,,
jordan-obita,08.12.1993,180.0,,,,,
jordan-spence,24.05.1990,188.0,72.0,Right Fullback,,,
jordi-alba,21.03.1989,170.0,69.0,Left Fullback,125417.jpg,0.0,0.25
jordi-amat,21.03.1992,184.0,80.0,Center Back,160328.jpg,0.25,0.5
jordi-codina,27.04.1982,189.0,87.0,Goalkeeper,46509.jpg,0.25,0.5
jordi-gomez,24.05.1985,178.0,74.0,Center Midfielder,,,
jorge-molina_2,22.04.1982,188.0,87.0,Center Forward,152868.jpg,0.25,0.25
joris-delle,29.03.1990,191.0,80.0,Goalkeeper,,,
joris-marveaux,15.08.1982,178.0,69.0,Defensive Midfielder,52333.jpg,0.5,0.5
jos-hooiveld,22.04.1983,191.0,74.0,Center Back,19851.jpg,0.25,0.25
jose-angel_3,05.09.1989,182.0,77.0,Left Fullback,134800.jpg,0.0,0.0
jose-callejon,11.02.1987,179.0,73.0,Center Forward,100909.jpg,0.0,0.0
jose-campana,31.05.1993,179.0,72.0,Center Midfielder,191656.jpg,0.25,0.25
jose-carlos_4,17.07.1987,177.0,68.0,Attacking Midfielder,133851.jpg,0.25,0.25
jose-enrique,23.01.1986,184.0,82.0,Left Fullback,38654.jpg,0.0,0.0
jose-fonte,22.12.1983,187.0,81.0,,,,
jose-mari_5,06.12.1987,181.0,65.0,,218685.jpg,0.25,0.25
jose-nunes,07.03.1977,185.0,82.0,Center Back,26158.jpg,0.0,0.25
jose-saez,07.05.1982,170.0,63.0,Defensive Midfielder,24119.jpg,0.0,0.25
joselu_2,27.03.1990,191.0,80.0,Center Forward,142244.jpg,0.25,0.5
joseph-akpala,24.08.1986,184.0,81.0,Center Forward,55222.jpg,1.0,1.0
joseph-barbato,11.08.1994,,,,,,
joseph-lopy,15.03.1992,181.0,68.0,Defensive Midfielder,,,
joshua-king,15.01.1992,180.0,74.0,Center Forward,156395.jpg,0.5,0.75
josue,19.07.1979,170.0,66.0,Defensive Midfielder,41937.jpg,0.25,0.25
josue-balamandji,09.08.1989,,,,,,
josuha-guilavogui,19.09.1990,188.0,78.0,Defensive Midfielder,,,
